Gene_Name,Control 1,Control 2,Experimental 1,Experimental 2,Exp3,Exp4,Exp5,Exp6
59,12260,51,19954,9182,14262,10455,5919,11599
60,10525,14304,5612,6264,14584,7839,7448,6828
61,7222,3528,14471,2583,12778,18058,6945,15936
62,6601,9965,2076,12430,3092,16474,1219,5734
63,1946,402,19461,10385,12118,19737,8704,3190
64,15732,12801,1172,4971,19450,14283,17049,9718
65,13926,15763,6412,14734,15853,1975,14362,6468
66,17113,15373,17634,10761,16949,17481,1222,4343
67,19494,5111,7038,19707,7839,8869,17687,19971
68,11573,15748,5730,16610,3318,4445,4855,8426
69,5190,2028,12641,11350,5964,19016,5949,8836
70,19839,13457,14914,5504,2709,12473,11403,19998
71,13149,14431,1059,15189,14934,12168,16178,4705
72,8445,16200,3124,4571,9760,15365,8018,313
73,18754,2038,11017,8757,8495,19483,12713,12998
74,18534,6392,7822,10246,19205,10667,7637,8352
75,15442,19724,1818,3661,19354,13914,4944,12864
76,14894,9253,11163,19144,68,16453,18425,11608
77,3657,4771,9968,17357,16937,19054,18324,3806
78,6458,2732,18987,14528,9083,822,5293,14246
79,7960,8812,5009,9066,17029,8079,15341,17446
80,4787,7541,8731,12138,18913,14328,18419,1569
81,7493,1137,11453,12662,9152,11923,1429,8895
82,162,4366,975,3241,9372,19411,11938,9829
83,1812,12808,14163,18083,11148,12667,7696,17173
84,15812,9428,5924,6874,9661,9379,15900,11771
85,4510,847,10903,19153,2466,3297,14815,881
86,821,16017,19671,4763,590,9199,18140,357
87,10088,16873,17945,10351,14078,5568,10145,13875
88,16,6380,2430,604,15755,12404,17134,2569
89,14379,8027,7882,9418,14555,16523,19058,7329
90,12475,19331,8106,16812,7671,7704,17069,14808
91,15245,3296,10133,9152,9229,11444,5454,6501
92,10278,10128,12475,3844,2574,11561,15944,6748
93,1888,6805,6231,7610,13050,6790,14941,9264
94,12531,941,13593,2594,15741,7482,10569,8464
95,12309,17419,5377,1402,9105,17562,15617,1896
96,15889,12473,15502,1790,13513,4693,1073,16575
97,10205,12799,3483,6451,13782,7020,11963,3182
98,11213,18651,1152,14527,14629,5481,9264,6457
99,5602,7314,8339,15444,10186,14704,4447,8525
100,13363,12975,8050,15767,2447,12004,9918,4192
101,9491,11656,12178,1329,11988,18192,12846,5438
102,5359,15086,5792,17915,9419,6870,12000,3706
103,17810,12275,15565,16706,8087,9255,5876,13972
104,10834,5636,19302,15281,480,8496,7183,15220
105,11935,2365,13639,12598,1880,12686,5314,16899
106,14344,5771,18412,2331,1287,1035,15751,256
107,738,7462,386,3890,19671,10342,4280,17641
108,1775,16344,4995,12501,8242,7915,19635,9071
109,10103,10132,11320,17278,12278,9318,3022,5507
110,13047,3732,13801,10021,7207,464,15496,7833
111,3534,2269,13086,19668,13984,11202,17762,7464
112,5936,10415,10350,3824,8681,15690,18572,10583
113,14280,12491,1187,19826,3741,13341,11137,969
114,18371,19420,2287,6605,10687,7259,17771,11290
115,10589,18653,19623,826,16891,11960,1470,19760
116,1884,15112,15794,1791,14626,1312,2179,18480
117,11383,2177,16424,1393,18986,13696,11830,7021
118,16010,9131,1437,19708,3558,15125,9143,7557
119,1015,10827,16719,11223,12247,1665,15538,17430
120,7038,12658,13193,6505,12282,9044,11561,10924
121,19828,3672,18755,10669,8718,13018,10873,1252
122,10668,235,11056,18276,13025,6220,1477,6454
123,179,16795,15393,19615,12790,10713,9697,19667
124,3149,19812,7623,17166,40,12817,2100,3005
125,16021,17559,10105,548,8365,13751,1669,1416
126,10734,10136,8412,10109,15175,3382,7315,17436
127,17038,13776,4519,19103,1809,16686,2297,3516
128,316,4164,19094,9187,7702,14834,14298,13830
129,12682,15681,14696,14007,12898,500,7387,6833
130,14244,12427,11898,10571,18014,14087,5122,8953
131,5676,10799,11684,10140,5200,16584,7750,313
132,19086,3204,12356,19099,12070,17000,1937,6849
133,11019,11588,17372,13002,19519,13449,11074,8387
134,3030,11696,15470,2699,16627,15769,19984,19537
135,4603,4279,15758,221,12714,17380,7331,8683
136,13796,13035,6831,10247,16734,17113,14881,5263
137,14852,7217,18417,12791,15413,13243,2193,12215
138,5043,19976,4194,3321,15801,4296,11688,17812
139,15520,6631,6480,17985,699,17629,13815,16752
140,8344,6716,7565,9124,13416,11027,18064,11573
141,5887,2445,12765,17644,16372,6797,19438,19700
142,6460,5346,7571,7755,781,16725,18228,8038
143,15132,15231,12543,8972,13098,5228,16160,6921
144,9948,745,3025,3519,4604,8753,4137,9754
145,10430,1293,4946,16813,269,5639,18337,19429
146,2067,4314,19090,5691,6747,14632,2476,19120
147,406,11022,12719,10129,13902,5644,5108,5333
148,11912,10029,10979,178,3341,18110,4752,19086
149,2492,5849,17942,1015,7499,14228,9300,12213
150,16149,6718,8385,10733,17699,2476,7932,14096
151,1728,18653,11393,5420,137,19806,13027,9142
152,665,1277,1652,15549,6911,7904,11161,19098
153,8489,2631,2222,5200,16549,14390,10562,11813
154,15491,7275,1334,4503,7402,7626,297,1929
155,4192,2020,8141,1209,9311,18415,15913,13823
156,13982,13355,2288,13306,9410,1698,12160,16342
157,9442,12411,8814,19607,6403,18075,17380,15256
158,12701,19579,18447,8988,1920,16717,15108,14149
159,10631,18128,10455,14027,4362,12789,15905,7317
160,6556,6785,3119,7307,12564,2424,7192,3545
161,19444,14901,15080,18458,1010,11289,5906,1746
162,7025,17691,883,18030,4138,12496,6153,13941
163,9915,1634,12438,548,19157,3855,7734,323
164,16754,754,1442,12030,2636,2211,8185,19287
165,9520,174,12671,19643,5127,15037,1755,8358
166,10223,12611,17000,6860,16651,5848,10047,13424
167,3738,11547,6313,12471,9661,12679,4505,19947
168,16588,3794,14116,5191,5263,10158,6906,11001
169,594,18174,6596,4324,8124,14189,19889,10649
170,2778,18077,1143,506,17814,15981,1551,6553
171,7859,15676,6338,10553,6089,10672,4921,14482
172,12017,14009,5321,17004,10271,7948,15198,17514
173,19292,14386,9178,2283,6278,19723,17664,11574
174,8161,2182,19039,2248,15613,8339,3795,3187
175,19513,18076,9844,6789,9516,19375,2895,2450
176,6017,17802,6073,9014,14815,37,19139,1173
177,18094,15902,4684,17694,15234,1141,12948,14227
178,16321,18664,7122,4903,13410,916,11530,13002
179,9471,18292,5883,348,1199,1092,15241,4497
180,17308,15764,8565,5686,7307,6378,7159,7268
181,13427,2840,13787,3882,19039,11517,6038,17191
182,15115,6079,18937,16429,13160,3262,2241,6128
183,2609,5803,263,18479,4599,15896,19792,10320
184,10464,12869,4630,19831,7864,1195,4574,12058
185,1396,6853,9631,14139,5638,12408,16263,19925
186,372,16410,14295,2570,13122,13194,18812,18932
187,957,276,9791,5747,10580,7506,10181,11364
188,441,8440,19409,8606,6897,6020,10049,2542
189,13413,11730,4237,18420,4396,15199,19327,13972
190,6332,12436,9083,18710,19224,12164,12280,16132
191,14151,12042,14725,18719,17409,4949,3572,845
192,13527,14984,514,10574,9075,10908,15160,2193
193,12535,12939,19936,3985,9452,11188,9387,3254
194,14400,18105,662,18994,14901,12037,3951,9525
195,14698,17385,4808,12533,6131,12003,1691,10830
196,15658,7746,5468,8951,19253,5849,8286,10071
197,16131,15378,10116,7143,1616,807,15815,10152
198,18687,1091,5020,10055,3962,14576,924,12203
199,17098,10585,8172,5688,19875,2273,4416,8581
200,11122,6658,14842,15171,19728,3781,8391,7076
201,17865,19177,12937,15519,16930,11449,11690,8939
202,6052,12067,7761,13510,16337,3459,15744,19711
203,2850,4,10172,11643,16194,13758,1336,17945
204,5563,73,7652,17091,2641,5751,12960,13062
205,17441,15177,820,11226,3123,6601,2532,1211
206,19869,17708,143,5760,7129,4616,17075,3439
207,13623,7906,17112,12014,19719,2406,17505,8745
208,14630,2422,10725,17377,2425,12764,18907,14828
209,16798,15614,14482,5335,9993,7239,15014,15171
210,1976,9202,812,2599,16952,9693,5426,2850
211,2546,3446,10309,245,12042,17935,15102,10283
212,18399,6780,11620,6249,7669,2981,11686,15733
213,7436,2720,8356,889,5151,17443,7354,19226
214,4646,7429,369,15019,2061,8864,4834,4888
215,1952,16586,5623,6956,16332,1560,14472,11164
216,4524,13169,7384,1984,9512,4970,10666,4459
217,3964,7280,17064,11358,1475,5191,17801,9023
218,10293,198,2797,6753,10274,16975,5852,8841
219,13211,6806,3598,18384,12231,17066,9436,443
220,19635,9157,18828,7119,6600,2770,15137,12808
221,10121,13730,6180,8434,4903,18262,12146,13352
222,331,8768,8321,19429,19106,10429,18637,13848
223,13488,14578,17268,2790,16765,17402,934,2216
224,4781,13565,2523,16038,19728,3230,7514,12388
225,5786,19127,13649,9060,10675,19180,16305,16801
226,8702,11189,9915,17140,11958,11660,12904,7371
227,874,14861,9433,13317,4551,11948,10575,4006
228,13578,4894,11171,18440,934,17541,19412,4947
229,19547,12403,9613,5947,5003,13944,10326,16569
230,7321,18893,990,4444,13533,9306,1144,11126
231,16764,1735,3509,15595,12215,2625,4802,2745
232,18946,19094,9409,16862,3312,19295,9248,3602
233,18379,91,3595,16996,7696,14040,18785,2641
234,10386,14417,2377,19061,17926,8921,2938,18602
235,1837,11332,1697,19473,6175,10618,18123,19873
236,5877,14119,17401,18093,10191,5515,13222,16101
237,1565,6875,9427,9124,15337,13049,5095,7418
238,4361,16229,3035,18768,4632,10884,13313,2700
239,17321,1847,11941,991,5027,15504,5529,11085
240,1383,7792,5337,19263,724,3296,17805,3767
241,295,10004,19730,12285,657,17427,8513,837
242,1665,13179,1560,6710,886,13765,13559,14469
243,17455,17792,12048,16768,9590,4983,9575,15701
244,6727,14998,13991,16503,19292,8309,18155,7056
245,8125,19269,5863,12646,17402,6613,16574,14718
246,11537,9871,7830,1984,4296,11114,7130,490
247,1545,6335,9402,3544,7386,5399,3072,8427
248,6117,3941,7435,1477,432,4605,11698,17478
249,3668,16899,11555,19188,4191,11825,18397,13038
250,18525,8276,15790,16762,13552,6193,17417,2509
251,15771,14511,11295,10455,19198,13121,10560,16303
252,12190,16545,7532,17567,10406,16968,8936,15921
253,19286,10339,19956,13823,8394,9634,9270,12107
254,8637,5199,3919,14352,10893,7736,15728,885
255,14438,3894,15337,12776,17537,2891,14306,6444
256,19291,15598,6738,7779,1434,2940,3127,19226
257,12162,5875,9104,16517,3381,1794,12819,17249
258,2650,16914,19398,13500,15715,12743,6108,18086
259,16420,19161,15899,3457,9437,10568,5062,19973
260,3441,466,15311,4598,18963,6427,9150,12834
261,15636,13937,17692,12801,16077,3752,2276,16744
262,9119,17473,13092,749,18882,9837,18379,7338
263,7253,12763,18339,5033,5423,13320,16159,16513
264,19590,19143,11113,15791,539,16069,1074,3921
265,13817,14688,16691,13872,6598,17868,8190,3673
266,2131,11095,8976,9407,18232,7350,15517,19065
267,1550,12627,19735,5434,7015,1961,11362,7513
268,7487,9201,9619,4852,14539,3282,1123,6213
269,17600,8207,10218,18915,19280,13321,18943,14426
270,17676,11447,19059,13841,668,4974,15487,15710
271,13132,3302,5349,13944,14549,25,15715,18790
272,18785,19663,16433,6066,9719,10248,14557,487
273,2050,15879,12145,11223,5167,1769,3791,13632
274,17419,16991,765,4060,11594,8438,1229,10816
275,6653,14823,3635,12223,12295,8104,6691,8818
276,9118,2556,7781,3798,15801,7116,15606,9614
277,5819,11987,19399,7642,4207,15367,17539,661
278,8151,9148,10105,5649,10254,18920,7927,4623
279,8230,4606,10417,3451,8257,2759,8773,13728
280,3623,3695,10581,2176,11530,605,19665,17593
281,11386,8568,15421,9581,83,6755,14977,435
282,6012,4712,13533,17609,17451,8925,11536,650
283,19269,3299,4014,2554,4676,9893,4886,15355
284,2120,6487,3256,6824,7978,13091,1165,11721
285,5094,2724,17439,10007,5725,7909,12264,25
286,15751,2773,1629,12052,17162,5799,18346,17828
287,19621,2632,16582,8569,15502,1260,8728,14466
288,8535,15880,14007,10970,13243,9798,12199,9828
289,6222,4380,2233,1886,6561,17000,1032,18850
290,14233,5775,4790,17736,2103,10126,10430,1492
291,16,6833,3364,9315,8109,16871,15850,5770
292,10181,8343,15632,2643,495,17891,11238,8404
293,9344,2120,19393,652,16134,16001,18815,10707
294,7110,5859,5549,8841,2827,16727,6589,4059
295,10229,2267,7560,18334,7290,2582,13294,19565
296,8546,360,1718,2798,6162,12789,13336,3370
297,7637,5557,5531,12627,15086,7038,4220,18694
298,2251,3789,10352,16872,4805,6113,210,6213
299,4985,17213,9466,10978,18676,8527,13258,16825
300,19158,6920,7331,4757,19235,648,19044,1972
301,9642,11537,18957,8355,10208,11356,8717,2991
302,8102,14128,4614,7934,6387,10806,6195,9173
303,19705,19580,6578,13326,9655,5223,4548,139
304,10858,7881,19841,15559,64,9007,18864,12186
305,4269,8470,636,15713,4426,18117,7690,13831
306,4889,438,2176,17707,11619,11666,16772,4374
307,15148,711,9737,18975,16919,15402,15555,7489
308,14983,16371,13203,8354,3054,1498,13356,3921
309,4743,10418,6939,15781,18309,823,650,12397
310,10921,2421,9779,15609,15342,19824,2931,13717
311,6792,11484,10644,11984,19649,19296,10262,15184
312,13438,1360,8837,3911,878,2756,10827,9949
313,9251,6421,921,14911,6210,9914,10193,6055
314,12790,5420,7043,8299,6868,7763,1740,6750
315,17355,14037,6767,6161,7773,11672,12052,1904
316,1230,10902,18114,10503,7504,15995,1014,3560
317,5815,13725,5984,19720,3812,16105,2364,17184
318,475,7820,5362,3494,14156,16934,1568,17213
319,18159,16881,2589,3923,7365,13696,13937,9757
320,5343,5833,16159,16005,17096,3654,1329,9101
321,6552,18141,15726,19935,6261,19782,1659,2658
322,9096,18554,12255,3545,14486,16001,10850,18224
323,14822,11827,9724,10816,3345,11724,5573,267
324,904,10790,9297,1714,13189,3200,13419,8220
325,19195,7429,13164,15274,13845,9291,16811,4194
326,14537,4458,8187,11306,11611,3703,14110,17746
327,19664,19378,3320,6291,15197,19547,8440,11191
328,7865,2231,16617,15543,15669,3220,9109,6344
329,8784,14696,11011,5362,3,9738,15736,15690
330,15450,5911,15488,14089,12128,12604,8654,14785
331,3240,12329,2400,5634,17329,12512,15483,7125
332,11778,6402,10409,1561,15520,10011,12538,11319
333,17740,8407,6085,7436,15496,18336,9602,19841
334,5185,3207,10685,4360,2809,9127,2892,5221
335,16828,16521,379,14466,1350,13176,9081,17748
336,8453,10330,5131,1132,2767,19395,18429,6915
337,7959,9299,1205,1314,3998,17978,12221,18383
338,1583,8346,2625,4973,1455,11864,13130,9065
339,18182,6009,11262,19589,8568,5005,8729,8683
340,19458,420,13718,16787,2887,9629,5748,8699
341,164,2836,19472,14082,12142,3950,1517,6530
342,17727,10621,14528,5789,11521,16243,1064,8221
343,15672,7175,14296,14152,18211,3494,19703,996
344,12242,11881,6352,3075,15247,7330,9645,4476
345,12829,2035,15702,12051,17213,391,7198,18653
346,18886,12295,17057,17348,6270,10705,12262,15806
347,9196,15768,4515,16413,4907,3803,7610,16769
348,12227,15924,3890,5055,19025,18045,9812,1462
349,17499,8087,5959,16316,7681,16548,13914,19178
350,16921,16960,559,6560,16405,3625,4344,7779
351,2865,5578,3519,14474,16537,14615,11114,762
352,344,1072,8252,14292,2907,11168,13951,18796
353,10946,8665,19760,6842,2583,18678,7968,10905
354,9812,543,19737,15471,5621,16837,751,19081
355,12563,14913,17436,2065,6361,13040,4914,2632
356,17945,10708,14843,15653,11182,6563,11634,5688
357,698,6242,10255,6964,1565,1547,17314,14801
358,7337,4767,7223,14716,17564,17505,11521,16297
359,6519,7183,1143,377,419,8550,4818,4621
360,1812,9431,9870,10653,5458,8426,18644,5750
361,18785,6204,10343,15677,14448,5709,14543,9870
362,1152,3214,7186,13388,17364,897,14955,4556
363,3543,9177,13828,2569,18113,10078,8078,1570
364,12076,595,11632,12914,11834,15228,11310,4127
365,16891,18349,6522,9946,16355,4412,17107,4580
366,778,95,3012,5713,5682,5834,14760,11264
367,4187,12439,3186,137,6025,19524,17679,6421
368,2662,6265,1447,4672,14595,1361,19953,3004
369,17138,1081,1642,10502,1362,10428,7479,17849
370,5078,10202,11539,132,18583,421,14464,623
371,15817,7715,11929,8577,2307,10688,18264,12529
372,11669,9110,12139,16869,18052,4001,17762,17746
373,2013,5247,481,3440,11371,5903,12216,14295
374,5366,13791,11800,19113,18479,2061,6130,6266
375,19142,8396,19759,4677,11574,16212,7864,7340
376,18467,19573,11083,4358,2303,16808,16323,4051
377,16315,19377,6440,18589,18079,5748,13156,9340
378,5996,19865,16350,11718,12881,11787,10444,9714
379,9106,1470,9309,18454,18413,16039,14920,2132
380,5551,5913,18936,17490,2179,5811,7951,2866
381,17140,675,1898,4963,9440,18569,2545,6390
382,14964,11670,15393,15663,15264,16613,18376,10828
383,19611,6866,3883,5089,18288,13436,5623,19292
384,13856,15666,465,2508,16962,2622,12429,13454
385,4454,12734,15407,9305,3527,15530,5643,19863
386,11038,6927,14384,1306,11972,17646,13314,16455
387,13744,10538,9902,10225,3565,16598,4869,9207
388,19875,14014,13528,5283,13047,2241,12016,19644
389,11670,11959,2124,4406,15916,13422,11660,13684
390,8414,13133,1309,18831,11438,2854,14478,17105
391,15478,11564,10833,18362,854,10756,2627,10933
392,3152,7616,16077,7888,2772,9930,15475,16975
393,4106,3947,4401,12014,3850,2194,19866,19843
394,9491,19428,15152,11369,195,18003,6955,6949
395,7540,4389,13907,1877,13401,6280,10218,18464
396,7717,19668,9232,8014,19927,3318,18706,9817
397,19765,17045,18643,19281,11150,4694,5242,7526
398,5327,6530,315,10064,5864,17667,6933,16785
399,16170,12698,3587,6628,12547,235,11726,2089
400,12414,8198,7482,13828,4437,9888,6493,10378
401,16737,19228,12926,7626,10786,13036,14693,7328
402,2973,4103,1601,16473,11687,18100,5129,12429
403,12339,12163,859,8444,17935,12020,5360,7985
404,5563,14020,12124,7914,12304,3710,13499,16463
405,11985,1065,16530,12891,15299,18226,4599,1430
406,15529,6672,3104,17293,11476,18361,5621,15532
407,9392,373,17004,4372,8609,12012,11363,17793
408,1397,15041,1756,6806,10697,16192,14245,3717
409,11090,12119,19527,17045,18215,9838,3450,7549
410,11587,2245,1561,7621,19381,13633,7217,9846
411,18760,994,2396,12575,15436,17200,6847,10016
412,4728,6728,7803,8022,2848,7032,4061,11239
413,15221,3003,998,16357,1247,5701,4082,2922
414,4,2150,18200,1705,14998,10624,17560,18334
415,14244,16677,5342,9031,19720,7634,9704,1583
416,19934,9372,15599,8277,7739,501,13423,13838
417,5051,14826,17960,5412,6161,9532,16980,17000
418,9661,5443,15339,3726,6367,11758,7644,12636
419,1527,8464,2521,5692,19950,6984,2867,8434
420,14636,4411,502,7004,7738,11702,15335,9076
421,5958,14931,9856,14596,8164,5355,12386,11817
422,18545,16999,6645,4617,11584,8768,8018,13858
423,12846,9902,6925,3053,6994,7541,18332,5845
424,14836,2721,14060,15838,603,15047,16157,6203
425,8510,2597,13994,17865,5560,7652,11288,2139
426,9254,12982,18120,13214,3289,11644,11361,11953
427,10451,15549,13085,6267,17287,1587,3305,3205
428,19755,594,4269,5123,1918,8335,15849,7840
429,9185,19603,10406,17677,13831,6572,6970,17232
430,9308,5852,4286,5417,9256,7985,18348,9722
431,10698,11252,19064,16574,16331,11598,17806,17128
432,18115,13892,8361,11505,551,3153,14324,13885
433,10148,9991,6899,573,696,18855,681,17664
434,13394,12209,10427,16785,13394,6537,13970,15037
435,15112,19816,4136,934,18883,19998,15066,7276
436,7666,370,14995,11050,13759,3142,12297,12264
437,11252,8678,992,17680,8207,2478,8499,18166
438,11122,2757,2795,19682,6405,6870,6464,14222
439,18595,8664,13496,11034,18654,12149,9908,15718
440,7777,10763,19974,513,3569,17397,5501,19876
441,8668,15213,9389,11610,5107,17057,5488,13131
442,11868,1091,8159,18505,13227,17223,8277,17743
443,17264,19097,13597,9625,3624,17914,4853,5675
444,1374,15307,18726,7814,2775,4320,10770,1246
445,7293,7848,11808,600,19904,13718,2868,6388
446,5951,8593,773,9091,1245,16913,16088,2150
447,1299,18476,16517,15316,4515,17499,15537,9130
448,6046,7128,17321,29,8944,12040,16854,3035
449,15611,2728,2202,11003,15737,12951,13004,13800
450,15175,1976,6421,14416,13952,4668,9887,4884
451,13135,18135,11519,12255,13003,8246,3084,12911
452,12220,6786,16953,17813,14116,18169,19115,14459
453,11764,825,8039,12659,19636,10540,15677,11686
454,17982,15983,4688,10147,2017,4315,13543,11714
455,11946,14486,3894,115,8181,8610,4137,19507
456,853,9499,19780,11602,8970,16198,4205,11270
457,1514,11320,12368,12657,13363,10501,16894,8479
458,11746,2269,13296,14484,12747,16947,4865,2561
459,16942,9204,14992,6652,3806,10892,9576,1797
460,11789,10946,8713,7974,15951,11061,16559,12203
461,16028,5649,19899,8204,16284,7872,6028,14241
462,10489,979,11908,8534,4096,736,19250,16105
463,10462,13780,16267,12509,1270,14130,11266,10241
464,18183,11933,3347,6181,19783,2143,11523,12995
465,16610,5325,19649,889,8552,8455,1341,12014
466,10203,14630,1996,645,18504,12643,5409,13345
467,10058,2891,18765,9484,9787,11760,19381,5007
468,7755,1491,2340,4103,17909,6768,1357,19707
469,6474,5261,13308,6005,15746,15738,9843,12368
470,6418,7929,12559,10085,17958,13799,6134,5437
471,7336,5731,17969,12289,14838,18330,16719,19883
472,10548,15125,14783,5873,12477,15980,17221,10949
473,3363,9555,18868,19887,11441,11624,16438,5832
474,18474,13697,3287,12337,7236,3236,1950,17118
475,14503,18952,18887,12843,483,8007,3775,11502
476,14109,15708,2870,13302,19059,17130,6520,19565
477,9375,4515,10636,5763,6540,15038,8205,4811
478,9875,16455,14665,173,18297,11937,11351,18436
479,11471,13746,6071,11734,8468,17434,6284,8051
480,7625,8182,1459,5814,6172,12444,6709,19953
481,3079,9752,2078,16802,8098,16282,15965,14414
482,10546,13737,11790,18447,19252,5884,6441,13484
483,10303,4178,886,3055,15300,14289,19546,7806
484,18024,1031,2022,8246,17072,16649,828,7877
485,4111,10713,2920,9131,15317,18173,1171,3337
486,3365,7106,8613,9548,18066,17777,7958,92
487,6926,5600,7735,5541,7178,9479,16825,14256
488,7404,6909,9953,10882,18515,14985,17291,3665
489,14106,16349,9622,11649,6942,818,16697,18873
490,671,19655,2166,12876,3881,5556,14067,18295
491,473,3670,815,5146,15189,13672,13190,14090
492,19788,363,2387,2288,4359,9464,6965,5970
493,8797,16401,5242,12712,14280,6484,16766,15488
494,12056,6831,13698,11964,6792,13971,12898,9071
495,976,3862,17324,14517,7035,14582,8211,15260
496,6884,4994,2061,9857,1731,14496,15375,16740
497,14671,13591,12580,3816,17735,9663,7805,7247
498,1092,17143,13089,3214,10210,5110,6001,1627
499,12246,2658,19070,9362,19259,9241,18950,4744
500,10655,16440,855,4887,13931,13703,10024,3447
501,14981,15792,11270,17068,3851,3149,19448,3351
502,1152,16053,9686,10941,3095,18522,13965,8521
503,9323,2362,7231,2480,4821,8393,4944,2978
504,10124,7484,196,2488,1008,19007,934,19546
505,1031,15007,13849,11374,10231,5530,7697,5542
506,9201,3364,19475,497,10430,9622,791,8984
507,12499,11268,3301,548,10481,12200,4600,4320
508,8929,11065,15557,12314,9304,19050,4138,15567
509,7252,12335,5723,16494,17972,18489,14295,5979
510,13146,12265,1371,6988,3759,9047,9335,14155
511,5681,699,3576,8130,11868,2770,17936,9576
512,18500,2954,5726,17764,11835,1990,8109,3610
513,16169,8311,12609,865,18141,4149,10875,12351
514,5061,19138,16941,8044,19982,11276,16807,5009
515,19581,17469,241,16108,5361,13459,12412,13692
516,7104,7724,12213,6518,2114,10050,15540,503
517,14079,10564,14560,18739,13642,17131,12512,14137
518,8505,17699,11370,4173,7614,7203,45,5674
519,5595,7861,16979,575,9964,2199,18980,6189
520,1824,928,9326,7801,535,9802,15769,12600
521,12406,11707,1766,14370,5521,14540,2612,228
522,17144,19285,19643,11453,16429,14387,17682,18510
523,12755,12752,14411,19462,13570,2117,4130,796
524,16175,13908,9528,15222,6071,12104,11533,3076
525,9735,7451,248,11599,117,16994,1700,19342
526,19926,13472,18031,9040,3810,7847,18090,17056
527,8027,4583,104,19072,7496,2755,2846,10710
528,16857,11090,5052,912,14984,8666,19723,4602
529,10176,11705,11589,10743,16944,19073,10986,14574
530,17831,2696,6221,4285,13460,3929,15411,5812
531,10892,10692,19415,17531,4665,18799,19439,810
532,4642,1404,6887,12109,8964,13169,2826,14668
533,12697,5216,7046,13642,15167,15713,600,15562
534,7420,11476,2561,15214,4867,19415,12301,15727
535,2697,7905,12384,11567,7209,11907,15017,4063
536,18193,7572,3800,15477,15533,12160,10721,1790
537,7456,3545,7933,14796,12488,12570,6705,3288
538,16957,6203,12711,3009,15600,16886,11868,17241
539,2794,11039,6014,19061,12380,9343,34,19316
540,5039,15114,13752,8710,14916,15221,8292,19822
541,3758,1937,15169,5051,3996,18032,13926,10925
542,18044,1031,15189,9124,10217,10218,2289,15064
543,4340,4723,6763,5433,11685,10594,18682,18654
544,15560,14081,11673,12497,15775,7320,10444,13859
545,10930,15985,2360,9819,12030,12735,11458,4833
546,16503,16765,11995,86,4986,17721,2536,3479
